rainfall,temperature,humidity,river_level,elevation,soil_moisture,previous_flood,risk
182.52,25.48,69.93,1.84,32.47,84.17,0,50.92
172.59,26.34,84.61,1.33,562.95,36.85,0,38.23
99.36,21.77,68.2,6.49,381.46,48.17,0,45.89
221.85,20.88,46.95,4.49,422.73,37.98,1,68.9
68.69,19.02,73.81,1.92,330.57,79.48,0,35.92
161.07,24.16,42.97,4.31,358.77,53.03,0,52.06
199.84,31.53,45.55,3.41,531.8,76.1,0,51.04
121.42,25.08,58.55,5.71,435.08,53.54,0,50.22
163.15,35.39,75.93,2.05,539.03,49.78,0,41.04
83.44,37.55,71.0,7.52,236.98,58.45,0,59.19
80.81,29.41,49.5,0.81,317.11,39.6,1,37.78
108.15,35.7,54.97,3.37,124.15,30.57,0,40.06
29.78,36.54,67.31,5.33,475.81,91.54,0,39.28
96.46,30.01,56.03,5.56,165.01,75.58,0,49.79
154.97,21.03,88.86,5.87,335.01,32.98,0,53.11
93.19,39.93,94.59,6.66,459.53,11.05,0,51.0
64.62,33.91,48.22,2.25,360.46,58.63,1,45.52
120.74,35.42,54.72,1.91,466.68,71.42,0,38.25
214.71,18.66,43.75,7.05,197.23,74.93,1,83.02
210.23,25.48,61.41,5.64,253.95,78.52,0,64.01
15.58,35.28,93.1,1.65,572.53,39.06,1,40.16
59.01,26.59,68.67,1.91,83.01,60.12,1,50.13
83.11,21.77,77.52,1.83,499.36,63.1,0,31.72
26.68,39.19,52.88,2.25,402.55,16.16,0,20.5
12.65,25.19,92.32,3.43,593.97,21.36,1,36.27
26.5,39.01,89.54,1.47,139.29,48.03,1,39.11
148.02,24.83,47.79,5.88,286.19,27.75,0,49.42
207.9,31.31,50.55,2.97,350.15,53.2,1,61.68
186.95,24.33,90.5,3.92,426.18,72.63,0,56.54
207.62,36.7,61.15,1.85,378.29,48.02,1,62.19
54.03,30.51,59.79,7.59,159.02,86.61,0,61.88
139.06,32.67,39.2,5.95,543.3,89.97,1,69.22
142.68,39.9,39.82,1.29,464.59,38.69,1,38.83
59.77,18.98,36.68,5.29,411.86,50.65,0,41.32
215.39,26.73,35.68,1.36,551.94,38.79,1,49.09
26.38,30.07,50.26,7.63,101.35,82.2,0,49.5
14.34,20.21,53.53,4.51,246.69,16.83,0,32.66
46.84,25.88,48.65,0.76,411.53,29.02,0,24.99
204.76,32.1,80.13,7.23,246.56,37.13,0,67.77
21.68,26.3,47.71,2.37,547.08,27.6,0,19.65
247.43,25.42,47.11,5.52,147.93,87.64,0,73.97
20.56,29.28,86.38,2.92,383.54,64.97,1,50.41
38.99,22.7,57.46,1.8,253.24,37.83,1,34.9
62.82,32.48,52.54,5.18,45.48,87.92,1,59.58
153.73,39.63,41.41,4.52,594.51,84.84,0,46.16
32.74,25.14,74.75,3.41,556.24,77.88,0,33.7
162.48,37.45,55.03,6.89,299.64,39.49,1,65.84
163.74,23.11,72.01,7.91,154.91,64.24,0,66.47
187.1,34.66,74.05,0.95,237.22,36.1,0,42.78
164.09,23.24,80.69,7.91,277.36,87.21,0,68.59
164.46,34.73,67.81,7.83,395.87,35.38,0,56.49
185.89,25.54,47.97,0.91,552.25,96.98,0,46.04
101.56,25.08,62.87,0.55,524.52,16.16,0,18.93
248.08,38.64,42.91,1.8,338.33,79.98,0,51.76
28.76,33.95,54.62,5.91,162.06,25.53,0,37.02
148.34,39.29,47.69,6.97,299.08,93.69,0,61.96
50.26,27.71,66.83,6.01,460.99,82.13,1,51.31
101.54,36.79,82.81,7.41,365.21,23.45,0,48.99
121.28,27.98,58.63,5.05,61.72,22.03,1,55.01
229.87,18.09,89.28,5.98,237.07,45.6,1,83.31
242.92,26.21,65.84,5.31,361.22,45.97,0,68.48
39.87,38.51,45.23,6.22,575.12,77.87,0,41.55
127.27,33.15,78.88,5.38,557.38,74.74,0,52.19
231.15,25.95,79.51,0.71,406.09,23.01,1,59.67
45.37,23.44,71.44,5.47,113.63,20.27,0,43.63
230.05,26.75,71.93,7.26,320.75,26.62,1,71.71
112.45,33.22,66.54,4.5,534.26,61.58,1,58.0
231.84,37.13,41.88,4.79,482.57,81.65,0,63.16
233.2,26.76,54.41,7.9,493.51,10.14,0,63.92
110.28,27.17,53.17,3.73,122.31,26.4,0,38.69
53.68,38.87,63.39,6.61,127.67,15.19,0,48.13
